1160,-0.762179,-0.18345372
1170,-1.0624547,0.23669644
1180,-0.74220204,-0.34796596
1190,-0.5671448,-0.37586367
1200,-0.9183624,-0.056766164
1210,-0.6295696,-0.24888682
1220,-0.5489124,-0.41418847
1230,-0.97100747,-0.041109364
1240,-1.0687776,0.29786953
1250,-0.98222417,-0.14982255
1260,-0.5487203,-0.39083698
1270,-1.0719231,-0.017776636
1280,-0.5862856,-0.45279968
1290,-0.84172785,-0.1667396
1300,-1.2,-0.03296624
1310,-0.51521915,-0.39557353
1320,-1.0669436,0.19978152
1330,-1.1421016,-0.0052073374
1340,-0.88766295,-0.061762065
1350,-0.82065123,-0.056132127
1360,-0.7145397,-0.44726345
1370,-0.72191525,-0.43853185
1380,-0.59115946,-0.32724726
1390,-0.5449568,-0.40162304
1400,-0.7237886,-0.47622356
1410,-1.1317424,0.15506135
1420,-0.71338445,-0.49602768
1430,-1.2,-0.041599985
1440,-0.5975934,-0.28762683
1450,-0.9368939,-0.18697722
1460,-0.8953409,-0.28746578
1470,-0.744466,-0.50622344
1480,-0.76265377,-0.4373285
1490,-0.7246142,-0.48855025
1500,-0.7414425,-0.43543896
1510,-1.1932763,0.5034954
1520,-1.033889,0.02624826
1530,-0.91388935,-0.25940362
1540,-0.9196883,-0.26674694
1550,-1.2,0.1480617
1560,-0.8249753,-0.27946532
1570,-1.2,-0.002602986
1580,-1.2,-0.06914929
1590,-0.48449853,-0.3658009
1600,-1.2,0.08318674
1610,-0.5667731,-0.35265923
1620,-1.0115113,-0.08431301
1630,-0.9088539,-0.33477083
1640,-0.70184004,-0.13496205
1650,-0.5669727,-0.32562307
1660,-0.9279514,-0.26708895
1670,-0.69470793,-0.5067866
1680,-0.5912223,-0.26829004
1690,-0.66052926,-0.23765604
1700,-1.0418718,-0.15231231
1710,-0.57046777,-0.3262749
1720,-0.50581664,-0.38037473
1730,-1.0296761,0.14003262
1740,-1.2,0.18662672
1750,-1.0663816,-0.0016801336
1760,-0.61955667,-0.24744411
1770,-0.6106015,-0.2865045
1780,-1.2,0.47500667
1790,-0.4975536,-0.3823567
1800,-1.2,0.50438756
1810,-1.1474103,-0.029567255
1820,-0.8311831,0.022623615
1830,-1.2,0.51413023
1840,-1.1326485,0.5136577
1850,-0.7620521,-0.25206822
1860,-1.0429766,0.37191555
1870,-1.2,0.34444225
1880,-0.5372595,-0.3217885
1890,-1.2,0.22756077
1900,-1.079422,0.5095074
1910,-1.2,0.5026088
1920,-0.52792114,-0.36800876
1930,-0.8967682,-0.37612164
1940,-1.2,0.051787112
1950,-1.1349379,0.5134964
1960,-0.8277812,-0.41278684
1970,-1.1602556,0.5175208
1980,-0.8129774,-0.407481
1990,-1.2,0.19679253
2000,-0.8138626,-0.42534766
2010,-1.2,0.18092723
2020,-1.0571764,0.17008929
2030,-1.2,0.5062525
2040,-1.1255223,0.51165193
2050,-0.82125974,-0.41888475
2060,-1.1836625,0.5337766
2070,-1.2,0.14330879
2080,-1.1199862,-0.13355717
2090,-1.1519015,0.37616742
2100,-1.2,0.51297325
2110,-1.0906823,0.18097763
2120,-1.2,0.069051646
2130,-1.2,0.30564445
2140,-1.2,0.50449055
2150,-0.777725,-0.046561014
2160,-1.2,0.20106564
2170,-1.1364559,0.057416867
2180,-1.1430122,0.5008811
2190,-1.2,0.51230323
2200,-1.2,0.50332093
2210,-1.2,0.5316192
2220,-1.2,0.0256103
2230,-0.7121355,-0.510657
2240,-1.2,0.52055
2250,-1.2,0.5022562
2260,-1.2,0.50342226
2270,-1.2,0.12590723
2280,-1.2,0.52626294
2290,-1.2,0.521325
2300,-1.2,0.5103988
2310,-1.2,0.41489202
2320,-0.7145122,-0.5778124
2330,-1.1031785,0.035272095
2340,-1.2,0.516192
2350,-1.0445187,0.3954233
2360,-1.1972342,-0.05540993
2370,-0.819318,-0.41909072
2380,-1.0441984,0.47612453
2390,-0.50654954,-0.3318704
2400,-0.8164047,-0.31330362
2410,-1.2,0.51981175
2420,-1.2,-0.07574668
2430,-1.2,0.5022907
2440,-1.2,0.5012802
2450,-0.7000832,-0.56244427
2460,-1.2,0.5219685
2470,-1.2,0.5025336
2480,-0.71941847,-0.5142967
2490,-1.2,0.51559705
