10,-0.6193517,-0.4499641
20,-0.5778178,-0.44500446
30,-0.6931065,-0.36138013
40,-0.646022,-0.40050447
50,-0.67447525,-0.3277685
60,-0.64805794,-0.43204975
70,-0.5879838,-0.43944442
80,-0.6421247,-0.37029064
90,-0.6774688,-0.4055777
100,-0.6119446,-0.38526195
110,-0.63944095,-0.40260887
120,-0.62181807,-0.40027374
130,-0.6629575,-0.37910652
140,-0.6715004,-0.38746133
150,-0.578672,-0.3964086
160,-0.64172226,-0.42108178
170,-0.84022564,-0.21282527
180,-0.611079,-0.37821165
190,-0.71766603,-0.4124677
200,-0.57526386,-0.42558226
210,-0.64518344,-0.43071073
220,-0.5993469,-0.46707535
230,-0.6738027,-0.38150322
240,-0.63493526,-0.4325769
250,-0.6523826,-0.34500498
260,-0.84561735,-0.29672512
270,-0.7037536,-0.38957128
280,-0.70490503,-0.39056292
290,-0.6997679,-0.43521678
300,-0.7619372,-0.34260473
310,-0.68379384,-0.3350331
320,-0.6687905,-0.40041056
330,-0.6961089,-0.3537445
340,-0.64170575,-0.44367924
350,-0.61969376,-0.4656592
360,-0.7244372,-0.42329034
370,-0.71191317,-0.3911681
380,-0.702184,-0.44984433
390,-0.88670105,-0.231489
400,-0.72186273,-0.38857308
410,-0.8419402,-0.28448904
420,-0.65241075,-0.44725686
430,-0.6027527,-0.49389789
440,-0.68650436,-0.42605594
450,-0.6913126,-0.33806947
460,-0.9786617,-0.13248053
470,-0.82510626,-0.2781198
480,-0.6708345,-0.42804766
490,-0.72239333,-0.38863188
500,-0.6124914,-0.47801664
510,-0.8396847,-0.2729151
520,-0.6789652,-0.44628924
530,-0.92127335,-0.27417344
540,-0.7646629,-0.3240881
550,-0.995759,-0.10845338
560,-0.6884343,-0.35312915
570,-0.90790486,-0.21775755
580,-0.64317054,-0.47153762
590,-0.93242264,-0.22817372
600,-0.6604035,-0.45457718
610,-0.7081757,-0.4213697
620,-0.672069,-0.43820414
630,-0.84581655,-0.2287548
640,-0.9329145,-0.13436934
650,-0.73957205,-0.2902462
660,-0.6282166,-0.46724
670,-0.68411326,-0.38395554
680,-0.6956268,-0.30545682
690,-0.7248563,-0.36672106
700,-0.8257258,-0.24231192
710,-0.75176984,-0.3111449
720,-0.6658011,-0.4699953
730,-0.70031494,-0.47566015
740,-0.76135457,-0.27009448
750,-0.8179778,-0.14194483
760,-0.64609474,-0.40651348
770,-0.88861656,-0.2100628
780,-0.52990943,-0.43148398
790,-0.68224984,-0.33264837
800,-0.86291796,-0.19521101
810,-0.6779977,-0.33353665
820,-0.7789216,-0.20920432
830,-0.710049,-0.31929493
840,-0.6065852,-0.3841155
850,-0.7927853,-0.20861773
860,-0.65336514,-0.361884
870,-1.0066583,-0.12268624
880,-0.6867116,-0.27347127
890,-0.5696246,-0.35235193
900,-0.7986779,-0.23623677
910,-0.6153318,-0.44526985
920,-0.59574944,-0.3356885
930,-0.64475,-0.27066937
940,-0.62540144,-0.41196492
950,-0.5708201,-0.42982855
960,-0.5960888,-0.3013921
970,-0.5224799,-0.41972804
980,-0.684407,-0.26124844
990,-0.59059006,-0.33761433
1000,-0.59431165,-0.3689505
1010,-0.60117203,-0.37770313
1020,-0.5545263,-0.37795484
1030,-0.52162635,-0.35573527
1040,-0.5962275,-0.32737255
1050,-0.58927053,-0.37273604
1060,-0.57519037,-0.3093266
1070,-0.74529326,-0.2687097
1080,-0.59132564,-0.36581436
1090,-0.59272325,-0.37126654
1100,-0.62231505,-0.3120068
1110,-0.5913267,-0.31800216
1120,-0.62264425,-0.3245492
1130,-0.5166512,-0.38152808
1140,-0.6280048,-0.36309853
1150,-0.9660543,0.013450526
